human,continue,explain,create
8.624566870350906,97.25154911673718,73.00215747947856,164.2445111849363
4969553.535479937,9.00311124163664,24.990536868534928,3665.2204471882956
9.436799127494442,28.493064582155984,29.268985433931547,23.369972167980347
5501.292721387524,3427.615211111318,157.88962891689465,588.0647268307513
331.78334038528527,896.996377369272,2989.613125640985,227.1541027835951
60.325510731529604,227.14511527367918,8.484894928398838,56.16229545696504
6621.511467371804,89.7687232979609,470.6009546729086,707.108291748118
31602.2038147065,4262.452852005153,288.17587292396223,0.005087030152973398
3.823806702053404,34.31982081570588,23.12051431061508,49.37412548799055
1869.1032778762649,237.65454212270072,32.199105449842975,80.14272763053118
