human,continue,explain,create
71.33142261594581,64.4497792302611,70.19767894695849,71.70779220779221
81.98509427999579,75.51796157059316,77.9718028662072,74.76052882649584
51.465327169274545,56.54212001318827,58.76666666666667,61.88350055741359
53.63610354223433,67.11623901684328,60.6755499467993,68.42528735632185
61.60462896683369,63.84745724773928,63.70887090895838,70.74587423147449
54.87565179317757,62.29321007130687,59.77553095787539,64.53383160023108
66.81240344294858,66.84407891257206,68.82447916666666,66.55766474676186
65.9404093760317,68.25665369649806,71.51377091377091,71.20528514782978
63.89207868155237,72.20557491289199,66.01314564913913,71.0687490189923
60.56282631395754,63.29119047619047,63.469876126126124,60.61165299213954
